"Station","Date","Maximum Temperature (°C)","Minimum Temperature (°C)","Grass Temperature (°C)","Hail","Frost","Snow","Fog","Thunder","Lightening","Sand storm","Gale","Accumulated 6 hr evaporation (mm)","Accumulated 12 hr evaporation (mm)","Daily evaporation type A (mm)","Daily evaporation type A code (code)","Sunshine duration (minutes)"
"Bet Dagan Man 01/1964-04/2024","08/09/2020","","","","0","","0","0","0","0","0","","","","5.2","0",""
"Bet Dagan Man 01/1964-04/2024","09/09/2020","","","","0","","0","0","0","0","0","","","","6.7","0",""
"Bet Dagan Man 01/1964-04/2024","10/09/2020","","","","0","","0","0","0","0","0","","","","5.6","0",""
"Bet Dagan Man 01/1964-04/2024","11/09/2020","","","","0","","0","0","0","0","0","","","","6.7","0",""
"Bet Dagan Man 01/1964-04/2024","12/09/2020","","","","0","","0","0","0","0","0","","","","6.9","0",""
"Bet Dagan Man 01/1964-04/2024","13/09/2020","","","","0","","0","0","0","0","0","","","","6.3","0",""
"Bet Dagan Man 01/1964-04/2024","14/09/2020","","","","0","","0","0","0","0","0","","","","7.3","0",""
"Bet Dagan Man 01/1964-04/2024","15/09/2020","","","","0","","0","0","0","0","0","","","","6.4","0",""
"Bet Dagan Man 01/1964-04/2024","16/09/2020","","","","0","","0","0","0","0","0","","","","5.9","0",""
"Bet Dagan Man 01/1964-04/2024","17/09/2020","","","","0","","0","0","0","0","0","","","","5.3","0",""
"Bet Dagan Man 01/1964-04/2024","18/09/2020","","","","0","","0","0","0","0","0","","","","5.1","0",""
"Bet Dagan Man 01/1964-04/2024","19/09/2020","","","","0","","0","0","0","0","0","","","","6.2","0",""
"Bet Dagan Man 01/1964-04/2024","20/09/2020","","","","0","","0","0","0","0","0","","","","7.0","0",""
"Bet Dagan Man 01/1964-04/2024","21/09/2020","","","","0","","0","0","0","0","0","","","","6.4","0",""
"Bet Dagan Man 01/1964-04/2024","22/09/2020","","","","0","","0","0","0","0","0","","","","5.5","0",""
"Bet Dagan Man 01/1964-04/2024","23/09/2020","","","","0","","0","0","0","0","0","","","","6.4","0",""
"Bet Dagan Man 01/1964-04/2024","24/09/2020","","","","0","","0","0","0","0","0","","","","5.7","0",""
"Bet Dagan Man 01/1964-04/2024","25/09/2020","","","","0","","0","0","0","0","0","","","","5.6","0",""
"Bet Dagan Man 01/1964-04/2024","26/09/2020","","","","0","","0","0","0","0","0","","","","5.7","0",""
"Bet Dagan Man 01/1964-04/2024","27/09/2020","","","","0","","0","0","0","0","0","","","","","1",""
"Bet Dagan Man 01/1964-04/2024","28/09/2020","","","","0","","0","0","0","0","0","","","","11.4","2",""
"Bet Dagan Man 01/1964-04/2024","29/09/2020","","","","0","","0","0","0","0","0","","","","4.9","0",""
"Bet Dagan Man 01/1964-04/2024","30/09/2020","","","","0","","0","0","0","0","0","","","","5.0","0",""
"Bet Dagan Man 01/1964-04/2024","01/10/2020","","","","0","","0","0","0","0","0","","","","6.1","0",""
"Bet Dagan Man 01/1964-04/2024","02/10/2020","","","","0","","0","0","0","0","0","","","","5.5","0",""
"Bet Dagan Man 01/1964-04/2024","03/10/2020","","","","0","","0","0","0","0","0","","","","6.7","0",""
"Bet Dagan Man 01/1964-04/2024","04/10/2020","","","","0","","0","0","0","0","0","","","","4.5","0",""
"Bet Dagan Man 01/1964-04/2024","05/10/2020","","","","0","","0","0","0","0","0","","","","6.2","0",""
"Bet Dagan Man 01/1964-04/2024","06/10/2020","","","","0","","0","0","0","0","0","","","","5.5","0",""
"Bet Dagan Man 01/1964-04/2024","07/10/2020","","","","0","","0","0","0","0","0","","","","4.9","0",""
"Bet Dagan Man 01/1964-04/2024","08/10/2020","","","","0","","0","0","0","0","0","","","","5.3","0",""
"Bet Dagan Man 01/1964-04/2024","09/10/2020","","","","0","","0","0","0","0","0","","","","4.7","0",""
"Bet Dagan Man 01/1964-04/2024","10/10/2020","","","","0","","0","0","0","0","0","","","","4.7","0",""
"Bet Dagan Man 01/1964-04/2024","11/10/2020","","","","0","","0","0","0","0","0","","","","5.5","0",""
"Bet Dagan Man 01/1964-04/2024","12/10/2020","","","","0","","0","0","0","0","0","","","","5.1","0",""
"Bet Dagan Man 01/1964-04/2024","13/10/2020","","","","0","","0","0","0","0","0","","","","5.1","0",""
"Bet Dagan Man 01/1964-04/2024","14/10/2020","","","","0","","0","0","0","0","0","","","","4.5","0",""
"Bet Dagan Man 01/1964-04/2024","15/10/2020","","","","0","","0","0","0","0","0","","","","4.8","0",""
"Bet Dagan Man 01/1964-04/2024","16/10/2020","","","","0","","0","0","0","0","0","","","","5.4","0",""
"Bet Dagan Man 01/1964-04/2024","17/10/2020","","","","0","","0","0","0","0","0","","","","4.7","0",""
"Bet Dagan Man 01/1964-04/2024","18/10/2020","","","","0","","0","0","0","0","0","","","","4.1","0",""
"Bet Dagan Man 01/1964-04/2024","19/10/2020","","","","0","","0","0","0","0","0","","","","5.1","0",""
"Bet Dagan Man 01/1964-04/2024","20/10/2020","","","","0","","0","0","0","0","0","","","","4.4","0",""
"Bet Dagan Man 01/1964-04/2024","21/10/2020","","","","0","","0","0","0","0","0","","","","5.4","0",""
"Bet Dagan Man 01/1964-04/2024","22/10/2020","","","","0","","0","0","0","0","0","","","","4.8","0",""
"Bet Dagan Man 01/1964-04/2024","23/10/2020","","","","0","","0","0","0","0","0","","","","4.0","0",""
"Bet Dagan Man 01/1964-04/2024","24/10/2020","","","","0","","0","0","0","0","0","","","","7.1","0",""
"Bet Dagan Man 01/1964-04/2024","25/10/2020","","","","0","","0","0","0","0","0","","","","5.2","0",""
"Bet Dagan Man 01/1964-04/2024","26/10/2020","","","","0","","0","0","0","0","0","","","","3.5","0",""
"Bet Dagan Man 01/1964-04/2024","27/10/2020","","","","0","","0","0","0","0","0","","","","3.1","0",""
"Bet Dagan Man 01/1964-04/2024","28/10/2020","","","","0","","0","0","0","0","0","","","","4.1","0",""
"Bet Dagan Man 01/1964-04/2024","29/10/2020","","","","0","","0","0","0","0","0","","","","3.8","0",""
"Bet Dagan Man 01/1964-04/2024","30/10/2020","","","","0","","0","0","0","0","0","","","","3.8","0",""
"Bet Dagan Man 01/1964-04/2024","31/10/2020","","","","0","","0","0","0","0","0","","","","4.2","0",""
"Bet Dagan Man 01/1964-04/2024","01/11/2020","","","","0","","0","0","0","1","0","","","","4.0","0",""
"Bet Dagan Man 01/1964-04/2024","02/11/2020","","","","0","","0","0","1","1","0","","","","3.6","0",""
"Bet Dagan Man 01/1964-04/2024","03/11/2020","","","","0","","0","0","0","0","0","","","","3.2","0",""
"Bet Dagan Man 01/1964-04/2024","04/11/2020","","","","0","","0","0","1","0","0","","","","","",""
"Bet Dagan Man 01/1964-04/2024","05/11/2020","","","","0","","0","0","0","0","0","","","","","",""
"Bet Dagan Man 01/1964-04/2024","06/11/2020","","","","0","","0","0","0","0","0","","","","4.1","0",""
"Bet Dagan Man 01/1964-04/2024","07/11/2020","","","","0","","0","0","0","0","0","","","","3.1","0",""
"Bet Dagan Man 01/1964-04/2024","08/11/2020","","","","0","","0","0","0","0","0","","","","2.7","0",""
"Bet Dagan Man 01/1964-04/2024","09/11/2020","","","","0","","0","0","0","0","0","","","","2.7","0",""
"Bet Dagan Man 01/1964-04/2024","10/11/2020","","","","0","","0","0","1","0","0","","","","3.4","0",""
"Bet Dagan Man 01/1964-04/2024","11/11/2020","","","","0","","0","0","0","0","0","","","","2.2","0",""
"Bet Dagan Man 01/1964-04/2024","12/11/2020","","","","0","","0","0","0","0","0","","","","4.8","0",""
"Bet Dagan Man 01/1964-04/2024","13/11/2020","","","","0","","0","0","0","0","0","","","","4.4","0",""
"Bet Dagan Man 01/1964-04/2024","14/11/2020","","","","0","","0","0","0","0","0","","","","","",""
"Bet Dagan Man 01/1964-04/2024","15/11/2020","","","","0","","0","0","1","1","0","","","","2.5","0",""
"Bet Dagan Man 01/1964-04/2024","16/11/2020","","","","0","","0","0","0","0","0","","","","2.4","0",""
"Bet Dagan Man 01/1964-04/2024","17/11/2020","","","","0","","0","0","0","0","0","","","","3.0","0",""
"Bet Dagan Man 01/1964-04/2024","18/11/2020","","","","0","","0","0","0","0","0","","","","4.3","0",""
"Bet Dagan Man 01/1964-04/2024","19/11/2020","","","","0","","0","0","0","0","0","","","","2.1","0",""
"Bet Dagan Man 01/1964-04/2024","20/11/2020","","","","1","","0","0","1","0","0","","","","","",""
"Bet Dagan Man 01/1964-04/2024","21/11/2020","","","","1","","0","0","1","0","0","","","","","",""
"Bet Dagan Man 01/1964-04/2024","22/11/2020","","","","0","","0","0","0","0","0","","","","3.2","0",""
"Bet Dagan Man 01/1964-04/2024","23/11/2020","","","","0","","0","0","0","0","0","","","","2.8","0",""
"Bet Dagan Man 01/1964-04/2024","24/11/2020","","","","0","","0","0","0","0","0","","","","1.5","0",""
"Bet Dagan Man 01/1964-04/2024","25/11/2020","","","","0","","0","0","1","0","0","","","","","",""
"Bet Dagan Man 01/1964-04/2024","26/11/2020","","","","0","","0","0","1","0","0","","","","","",""
"Bet Dagan Man 01/1964-04/2024","27/11/2020","","","","0","","0","0","0","0","0","","","","1.7","0",""
"Bet Dagan Man 01/1964-04/2024","28/11/2020","","","","0","","0","0","1","0","0","","","","1.7","0",""
"Bet Dagan Man 01/1964-04/2024","29/11/2020","","","","0","","0","0","0","0","0","","","","2.1","0",""
"Bet Dagan Man 01/1964-04/2024","30/11/2020","","","","0","","0","0","0","0","0","","","","1.7","0",""
"Bet Dagan Man 01/1964-04/2024","01/12/2020","","","","0","","0","0","0","0","0","","","","2.2","0",""
"Bet Dagan Man 01/1964-04/2024","02/12/2020","","","","0","","0","0","0","0","0","","","","1.0","0",""
"Bet Dagan Man 01/1964-04/2024","03/12/2020","","","","0","","0","0","0","0","0","","","","3.2","0",""
"Bet Dagan Man 01/1964-04/2024","04/12/2020","","","","0","","0","0","0","0","0","","","","","",""
"Bet Dagan Man 01/1964-04/2024","05/12/2020","","","","0","","0","0","1","0","0","","","","1.5","0",""
"Bet Dagan Man 01/1964-04/2024","06/12/2020","","","","0","","0","0","1","0","0","","","","1.6","0",""
"Bet Dagan Man 01/1964-04/2024","07/12/2020","","","","0","","0","0","0","0","0","","","","1.8","0",""
"Bet Dagan Man 01/1964-04/2024","08/12/2020","","","","0","","0","0","0","0","0","","","","0.7","0",""
"Bet Dagan Man 01/1964-04/2024","09/12/2020","","","","0","","0","0","0","0","0","","","","3.5","0",""
"Bet Dagan Man 01/1964-04/2024","10/12/2020","","","","0","","0","0","0","0","0","","","","2.4","0",""
"Bet Dagan Man 01/1964-04/2024","11/12/2020","","","","0","","0","0","0","0","0","","","","2.1","0",""
"Bet Dagan Man 01/1964-04/2024","12/12/2020","","","","0","","0","0","0","0","0","","","","0.6","0",""
"Bet Dagan Man 01/1964-04/2024","13/12/2020","","","","0","","0","0","0","0","0","","","","3.3","0",""
"Bet Dagan Man 01/1964-04/2024","14/12/2020","","","","0","","0","0","0","0","0","","","","","",""
"Bet Dagan Man 01/1964-04/2024","15/12/2020","","","","0","","0","0","1","0","0","","","","","",""
"Bet Dagan Man 01/1964-04/2024","16/12/2020","","","","0","","0","0","1","0","0","","","","","",""
"Bet Dagan Man 01/1964-04/2024","17/12/2020","","","","0","","0","0","0","0","0","","","","","",""
"Bet Dagan Man 01/1964-04/2024","18/12/2020","","","","0","","0","0","0","0","0","","","","3.1","0",""
"Bet Dagan Man 01/1964-04/2024","19/12/2020","","","","0","","0","0","0","0","0","","","","1.8","0",""
"Bet Dagan Man 01/1964-04/2024","20/12/2020","","","","0","","0","0","0","0","0","","","","1.7","0",""
"Bet Dagan Man 01/1964-04/2024","21/12/2020","","","","0","","0","0","0","0","0","","","","1.4","0",""
"Bet Dagan Man 01/1964-04/2024","22/12/2020","","","","0","","0","0","0","0","0","","","","1.4","0",""
"Bet Dagan Man 01/1964-04/2024","23/12/2020","","","","0","","0","0","0","0","0","","","","2.0","0",""
"Bet Dagan Man 01/1964-04/2024","24/12/2020","","","","0","","0","0","0","0","0","","","","0.9","0",""
"Bet Dagan Man 01/1964-04/2024","25/12/2020","","","","0","","0","0","0","0","0","","","","1.8","0",""
"Bet Dagan Man 01/1964-04/2024","26/12/2020","","","","0","","0","0","0","0","0","","","","4.8","0",""
"Bet Dagan Man 01/1964-04/2024","27/12/2020","","","","0","","0","0","0","0","0","","","","3.1","0",""
"Bet Dagan Man 01/1964-04/2024","28/12/2020","","","","0","","0","0","0","0","0","","","","3.0","0",""
"Bet Dagan Man 01/1964-04/2024","29/12/2020","","","","0","","0","0","0","0","0","","","","1.8","0",""
"Bet Dagan Man 01/1964-04/2024","30/12/2020","","","","0","","0","0","0","0","0","","","","2.4","0",""
"Bet Dagan Man 01/1964-04/2024","31/12/2020","","","","0","","0","0","0","0","0","","","","1.7","0",""
"Bet Dagan Man 01/1964-04/2024","01/01/2021","","","","0","","0","0","0","0","0","","","","1.5","0",""
